time|pid_servo_Kp|pid_servo_Ki|pid_servo_Kd|pid_servo_setpoint|pid_servo_measured_value|pid_servo_actuated_value|pid_motor_Kp|pid_motor_Ki|pid_motor_Kd|pid_motor_setpoint|pid_motor_measured_value|pid_motor_actuated_value
2023-04-21 12:58:07.096946|3.5|0|0.5|0|0|0.0|1|0|0|0.1|0.0|0.1
2023-04-21 12:58:07.174037|3.5|0|0.5|0|0|0.0|1|0|0|0.1|0.0|0.1
2023-04-21 12:58:07.243009|3.5|0|0.5|0|0|0.0|1|0|0|0.1|0.0|0.1
2023-04-21 12:58:07.276848|3.5|0|0.5|0|0|0.0|1|0|0|0.1|0.0|0.1
2023-04-21 12:58:07.290631|3.5|0|0.5|0|0|0.0|1|0|0|0.1|0.0|0.1
2023-04-21 12:58:07.303048|3.5|0|0.5|0|0|0.0|1|0|0|0.1|0.0|0.1
2023-04-21 12:58:07.332287|3.5|0|0.5|0|0|0.0|1|0|0|0.1|0.0|0.1
2023-04-21 12:58:07.367488|3.5|0|0.5|0|0|0.0|1|0|0|0.1|0.0|0.1
2023-04-21 12:58:07.379831|3.5|0|0.5|0|0.0|0.0|1|0|0|0.1|0.0|0.1
2023-04-21 12:58:07.431527|3.5|0|0.5|0|0.0|0.0|1|0|0|0.1|0.0|0.1
