time|position
2023-04-21 12:58:09.810954|0
2023-04-21 12:58:09.823668|0
2023-04-21 12:58:09.831839|0
2023-04-21 12:58:09.842479|0
2023-04-21 12:58:09.852384|0
2023-04-21 12:58:09.868512|0
2023-04-21 12:58:09.879392|0
2023-04-21 12:58:09.890917|0
2023-04-21 12:58:09.900602|0
2023-04-21 12:58:09.911398|0
2023-04-21 12:58:09.937040|0
2023-04-21 12:58:09.947041|0
2023-04-21 12:58:09.955822|0
2023-04-21 12:58:09.960959|0
2023-04-21 12:58:09.977066|0
2023-04-21 12:58:09.984292|0
2023-04-21 12:58:09.990726|0
2023-04-21 12:58:10.000725|0
2023-04-21 12:58:10.011351|0
2023-04-21 12:58:10.030615|0
2023-04-21 12:58:10.041605|0
2023-04-21 12:58:10.056503|0
2023-04-21 12:58:10.074409|0
2023-04-21 12:58:10.083561|0
2023-04-21 12:58:10.094253|0
2023-04-21 12:58:10.101556|0
2023-04-21 12:58:10.121786|0
2023-04-21 12:58:10.132463|0
2023-04-21 12:58:10.143309|0
2023-04-21 12:58:10.152269|0
2023-04-21 12:58:10.161358|0
2023-04-21 12:58:10.172535|0
2023-04-21 12:58:10.179195|0
2023-04-21 12:58:10.197214|0
2023-04-21 12:58:10.212599|0
2023-04-21 12:58:10.223174|0
2023-04-21 12:58:10.233296|0
2023-04-21 12:58:10.243499|0
2023-04-21 12:58:10.251411|0
2023-04-21 12:58:10.261768|0
2023-04-21 12:58:10.272283|0
2023-04-21 12:58:10.287361|0
2023-04-21 12:58:10.295930|0
2023-04-21 12:58:10.313374|0
2023-04-21 12:58:10.324111|0
2023-04-21 12:58:10.332485|0
2023-04-21 12:58:10.342428|0
2023-04-21 12:58:10.358833|0
2023-04-21 12:58:10.373945|0
2023-04-21 12:58:10.382240|0
2023-04-21 12:58:10.393293|0
2023-04-21 12:58:10.408179|0
2023-04-21 12:58:10.424258|0
2023-04-21 12:58:10.434155|0
2023-04-21 12:58:10.452727|0
2023-04-21 12:58:10.462451|0
2023-04-21 12:58:10.472959|0
2023-04-21 12:58:10.481070|0
2023-04-21 12:58:10.502624|0
2023-04-21 12:58:10.510964|0
2023-04-21 12:58:10.532003|0
2023-04-21 12:58:10.556138|0
2023-04-21 12:58:10.571906|0
2023-04-21 12:58:10.586259|0
2023-04-21 12:58:10.599627|0
2023-04-21 12:58:10.611168|0
2023-04-21 12:58:10.620681|0
2023-04-21 12:58:10.630976|0
2023-04-21 12:58:10.642394|0
2023-04-21 12:58:10.651904|0
2023-04-21 12:58:10.662541|0
2023-04-21 12:58:10.671047|0
2023-04-21 12:58:10.691553|0
2023-04-21 12:58:10.701685|0
2023-04-21 12:58:10.711013|0
2023-04-21 12:58:10.723797|0
2023-04-21 12:58:10.764475|0
