time|position
2023-04-21 12:59:30.306970|0
2023-04-21 12:59:30.323201|0
2023-04-21 12:59:30.335348|0
2023-04-21 12:59:30.344568|0
2023-04-21 12:59:30.359926|0
2023-04-21 12:59:30.368975|0
2023-04-21 12:59:30.376320|0
2023-04-21 12:59:30.394787|0
2023-04-21 12:59:30.433802|0
2023-04-21 12:59:30.449739|0
2023-04-21 12:59:30.456715|0
2023-04-21 12:59:30.472673|0
2023-04-21 12:59:30.479293|0
2023-04-21 12:59:30.488040|0
2023-04-21 12:59:30.511795|0
2023-04-21 12:59:30.530350|0
2023-04-21 12:59:30.535926|0
2023-04-21 12:59:30.546200|0
2023-04-21 12:59:30.563551|0
2023-04-21 12:59:30.582665|0
2023-04-21 12:59:30.595551|0
2023-04-21 12:59:30.608880|0
2023-04-21 12:59:30.621568|0
2023-04-21 12:59:30.637554|0
2023-04-21 12:59:30.648489|0
2023-04-21 12:59:30.671017|0
2023-04-21 12:59:30.681883|0
2023-04-21 12:59:30.689323|0
2023-04-21 12:59:30.705178|0
2023-04-21 12:59:30.715146|0
2023-04-21 12:59:30.729230|0
2023-04-21 12:59:30.742102|0
2023-04-21 12:59:30.752302|0
2023-04-21 12:59:30.773655|0
2023-04-21 12:59:30.792118|0
2023-04-21 12:59:30.826100|0
2023-04-21 12:59:30.837736|0
2023-04-21 12:59:30.849378|0
2023-04-21 12:59:30.868065|0
2023-04-21 12:59:30.883637|0
2023-04-21 12:59:30.894263|0
2023-04-21 12:59:30.906006|0
2023-04-21 12:59:30.914203|0
2023-04-21 12:59:30.932212|0
2023-04-21 12:59:30.939296|0
2023-04-21 12:59:30.947875|0
2023-04-21 12:59:30.959674|0
2023-04-21 12:59:30.975545|0
2023-04-21 12:59:30.984243|0
2023-04-21 12:59:31.011036|0
2023-04-21 12:59:31.045147|0
2023-04-21 12:59:31.070038|0
2023-04-21 12:59:31.116020|0
2023-04-21 12:59:31.128935|0
2023-04-21 12:59:31.145890|0
2023-04-21 12:59:31.161288|0
2023-04-21 12:59:31.172904|0
2023-04-21 12:59:31.188348|0
2023-04-21 12:59:31.199055|0
2023-04-21 12:59:31.216842|0
2023-04-21 12:59:31.228138|0
2023-04-21 12:59:31.247837|0
2023-04-21 12:59:31.287318|0
2023-04-21 12:59:31.295249|0
2023-04-21 12:59:31.305780|0
2023-04-21 12:59:31.328201|0
2023-04-21 12:59:31.339330|0
2023-04-21 12:59:31.350442|0
2023-04-21 12:59:31.355199|0
2023-04-21 12:59:31.372217|0
2023-04-21 12:59:31.386228|0
2023-04-21 12:59:31.420426|0
2023-04-21 12:59:31.445081|0
2023-04-21 12:59:31.470069|0
2023-04-21 12:59:31.504773|0
2023-04-21 12:59:31.567143|0
2023-04-21 12:59:31.587948|0
2023-04-21 12:59:31.613982|0
2023-04-21 12:59:31.635987|0
2023-04-21 12:59:31.649782|0
2023-04-21 12:59:31.682506|0
2023-04-21 12:59:31.712888|0
2023-04-21 12:59:31.753974|0
2023-04-21 12:59:31.767903|0
2023-04-21 12:59:31.779975|0
2023-04-21 12:59:31.784510|0
2023-04-21 12:59:31.797077|0
2023-04-21 12:59:31.804944|0
2023-04-21 12:59:31.816961|0
2023-04-21 12:59:31.844069|0
2023-04-21 12:59:31.856170|0
2023-04-21 12:59:31.877701|0
2023-04-21 12:59:31.887959|0
2023-04-21 12:59:31.896785|0
2023-04-21 12:59:31.921887|0
2023-04-21 12:59:31.929575|0
2023-04-21 12:59:31.939566|0
2023-04-21 12:59:31.950498|0
2023-04-21 12:59:31.971273|0
2023-04-21 12:59:31.986691|0
2023-04-21 12:59:32.019647|0
2023-04-21 12:59:32.059399|0
2023-04-21 12:59:32.073181|0
2023-04-21 12:59:32.084863|0
2023-04-21 12:59:32.098263|0
2023-04-21 12:59:32.105942|0
2023-04-21 12:59:32.133733|0
2023-04-21 12:59:32.144740|0
2023-04-21 12:59:32.159833|0
2023-04-21 12:59:32.169829|0
2023-04-21 12:59:32.182203|0
2023-04-21 12:59:32.205615|0
2023-04-21 12:59:32.217381|0
2023-04-21 12:59:32.229937|0
2023-04-21 12:59:32.242247|0
2023-04-21 12:59:32.261365|0
2023-04-21 12:59:32.269410|0
2023-04-21 12:59:32.282280|0
2023-04-21 12:59:32.295571|0
2023-04-21 12:59:32.310117|0
2023-04-21 12:59:32.344094|0
2023-04-21 12:59:32.369505|0
2023-04-21 12:59:32.379322|0
2023-04-21 12:59:32.429618|0
2023-04-21 12:59:32.439194|0
2023-04-21 12:59:32.459562|0
2023-04-21 12:59:32.503823|0
2023-04-21 12:59:32.536350|0
2023-04-21 12:59:32.558592|0
2023-04-21 12:59:32.581266|0
2023-04-21 12:59:32.593902|0
2023-04-21 12:59:32.605414|0
2023-04-21 12:59:32.620076|0
2023-04-21 12:59:32.633202|0
2023-04-21 12:59:32.648522|0
2023-04-21 12:59:32.661988|0
2023-04-21 12:59:32.682684|0
2023-04-21 12:59:32.697995|0
2023-04-21 12:59:32.705388|0
2023-04-21 12:59:32.740554|0
2023-04-21 12:59:32.755132|0
2023-04-21 12:59:32.777470|0
2023-04-21 12:59:32.792921|0
2023-04-21 12:59:32.810889|0
2023-04-21 12:59:32.816693|0
2023-04-21 12:59:32.831481|0
2023-04-21 12:59:32.860045|0
2023-04-21 12:59:32.882265|0
2023-04-21 12:59:32.898219|0
2023-04-21 12:59:32.947285|0
2023-04-21 12:59:32.956314|0
2023-04-21 12:59:32.970380|0
2023-04-21 12:59:32.978413|0
2023-04-21 12:59:32.996991|0
2023-04-21 12:59:33.006922|0
2023-04-21 12:59:33.015091|0
2023-04-21 12:59:33.031389|0
2023-04-21 12:59:33.049065|0
2023-04-21 12:59:33.063955|0
2023-04-21 12:59:33.078514|0
2023-04-21 12:59:33.091610|0
2023-04-21 12:59:33.100158|0
2023-04-21 12:59:33.110617|0
2023-04-21 12:59:33.121365|0
2023-04-21 12:59:33.142556|0
2023-04-21 12:59:33.155497|0
2023-04-21 12:59:33.166007|0
2023-04-21 12:59:33.179677|0
2023-04-21 12:59:33.187604|0
2023-04-21 12:59:33.201558|0
2023-04-21 12:59:33.221795|0
2023-04-21 12:59:33.236076|0
2023-04-21 12:59:33.247514|0
2023-04-21 12:59:33.254264|0
2023-04-21 12:59:33.273365|0
2023-04-21 12:59:33.305395|0
2023-04-21 12:59:33.323748|0
2023-04-21 12:59:33.335865|0
2023-04-21 12:59:33.344531|0
2023-04-21 12:59:33.354600|0
2023-04-21 12:59:33.369820|0
2023-04-21 12:59:33.381902|0
2023-04-21 12:59:33.396738|0
2023-04-21 12:59:33.405673|0
2023-04-21 12:59:33.417212|0
2023-04-21 12:59:33.429297|0
2023-04-21 12:59:33.437568|0
2023-04-21 12:59:33.450538|0
2023-04-21 12:59:33.454807|0
2023-04-21 12:59:33.467885|0
2023-04-21 12:59:33.476486|0
2023-04-21 12:59:33.488631|0
2023-04-21 12:59:33.498981|0
2023-04-21 12:59:33.505146|0
2023-04-21 12:59:33.514973|0
2023-04-21 12:59:33.529075|0
2023-04-21 12:59:33.542328|0
2023-04-21 12:59:33.554651|0
2023-04-21 12:59:33.564324|0
2023-04-21 12:59:33.578925|0
2023-04-21 12:59:33.588033|0
2023-04-21 12:59:33.599458|0
2023-04-21 12:59:33.606847|0
2023-04-21 12:59:33.617655|0
2023-04-21 12:59:33.629435|0
2023-04-21 12:59:33.639286|0
2023-04-21 12:59:33.648177|0
2023-04-21 12:59:33.655655|0
2023-04-21 12:59:33.672320|0
2023-04-21 12:59:33.689319|0
2023-04-21 12:59:33.700349|0
2023-04-21 12:59:33.710582|0
2023-04-21 12:59:33.723870|0
2023-04-21 12:59:33.736272|0
2023-04-21 12:59:33.750033|0
2023-04-21 12:59:33.764548|0
2023-04-21 12:59:33.777014|0
2023-04-21 12:59:33.790438|0
2023-04-21 12:59:33.799592|0
2023-04-21 12:59:33.818807|0
2023-04-21 12:59:33.828048|0
2023-04-21 12:59:33.838679|0
2023-04-21 12:59:33.872258|0
2023-04-21 12:59:33.890868|0
2023-04-21 12:59:33.913542|0
2023-04-21 12:59:33.932108|0
2023-04-21 12:59:33.948856|0
2023-04-21 12:59:33.962977|0
2023-04-21 12:59:33.982543|0
2023-04-21 12:59:34.008097|0
2023-04-21 12:59:34.017046|0
2023-04-21 12:59:34.028655|0
2023-04-21 12:59:34.041129|0
2023-04-21 12:59:34.055364|0
2023-04-21 12:59:34.074822|0
2023-04-21 12:59:34.096204|0
2023-04-21 12:59:34.113087|0
2023-04-21 12:59:34.140830|0
2023-04-21 12:59:34.167220|0
2023-04-21 12:59:34.182902|0
2023-04-21 12:59:34.207156|0
2023-04-21 12:59:34.217467|0
2023-04-21 12:59:34.234921|0
2023-04-21 12:59:34.253419|0
2023-04-21 12:59:34.264220|0
2023-04-21 12:59:34.313678|0
2023-04-21 12:59:34.345192|0
2023-04-21 12:59:34.355786|0
2023-04-21 12:59:34.369618|0
2023-04-21 12:59:34.382220|0
2023-04-21 12:59:34.395462|0
2023-04-21 12:59:34.409560|0
2023-04-21 12:59:34.417105|0
2023-04-21 12:59:34.425982|0
2023-04-21 12:59:34.436504|0
2023-04-21 12:59:34.445482|0
2023-04-21 12:59:34.461274|0
2023-04-21 12:59:34.479150|0
2023-04-21 12:59:34.488229|0
2023-04-21 12:59:34.497916|0
2023-04-21 12:59:34.507642|0
2023-04-21 12:59:34.514686|0
2023-04-21 12:59:34.530708|0
2023-04-21 12:59:34.535269|0
2023-04-21 12:59:34.553039|0
2023-04-21 12:59:34.564495|0
2023-04-21 12:59:34.579385|0
2023-04-21 12:59:34.592942|0
2023-04-21 12:59:34.622488|0
2023-04-21 12:59:34.634824|0
2023-04-21 12:59:34.650693|0
2023-04-21 12:59:34.686561|0
2023-04-21 12:59:34.705782|0
2023-04-21 12:59:34.729246|0
2023-04-21 12:59:34.750412|0
2023-04-21 12:59:34.765276|0
2023-04-21 12:59:34.786972|0
2023-04-21 12:59:34.804185|0
2023-04-21 12:59:34.816120|0
2023-04-21 12:59:34.837637|0
2023-04-21 12:59:34.854681|0
2023-04-21 12:59:34.870663|0
