time|pid_servo_Kp|pid_servo_Ki|pid_servo_Kd|pid_servo_setpoint|pid_servo_measured_value|pid_servo_actuated_value|pid_motor_Kp|pid_motor_Ki|pid_motor_Kd|pid_motor_setpoint|pid_motor_measured_value|pid_motor_actuated_value
2023-04-21 12:59:27.461406|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:27.515469|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:27.575659|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:27.607243|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:27.662272|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:27.724141|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:27.768037|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:27.823634|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:27.905654|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:27.976572|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.011912|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.033754|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.055077|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.090079|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.109567|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.145407|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.155833|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.169695|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.199856|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.214701|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.238993|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.265650|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.308965|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.331901|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.349354|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.413673|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.429795|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.452213|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.473650|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.486471|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.510534|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.524166|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.544007|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.559334|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.576122|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.603653|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.620458|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.654070|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.675832|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.691357|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.710122|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.736181|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.777458|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.803157|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.823675|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.842197|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.891941|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.895587|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.913652|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.942904|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:28.974944|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
2023-04-21 12:59:29.000917|3.5|0|0.5|0|-0.0625|0.21875|1|0|0|0.1|0.0|0.1
